gameid,date,patch,gamelength,blue_team,red_team,blue_win,blue_champ1,blue_champ2,blue_champ3,blue_champ4,blue_champ5,red_champ1,red_champ2,red_champ3,red_champ4,red_champ5,blue_kills,red_kills,blue_gold,red_gold,blue_dragons,red_dragons,blue_barons,red_barons,blue_towers,red_towers,blue_ban1,red_ban1,blue_ban2,red_ban2,blue_ban3,red_ban3,blue_ban4,red_ban4,blue_ban5,red_ban5,blue_top,red_top,blue_jng,red_jng,blue_mid,red_mid,blue_bot,red_bot,blue_sup,red_sup
LCK/2020 Season/Summer Season_Week 7_2_2,2020-07-30 11:39:00,10.14,27.483333333333,DRX,DAMWON Gaming,0,Renekton,Olaf,Twisted Fate,Xayah,Rakan,Camille,Karthus,Galio,Senna,Tahm Kench,4,17,46770,53953,0,4,0,1,2,7,Kalista,Ezreal,Pantheon,Volibear,Sett,Azir,Heimerdinger,Karma,Nidalee,Aphelios,Doran (Choi Hyeon-joon),Nuguri,Pyosik,Canyon,Chovy,ShowMaker,Deft,Ghost (Jang Yong-jun),Keria,BeryL
LCK/2020 Season/Summer Season_Week 7_2_1,2020-07-30 09:25:00,10.14,29.633333333333,DAMWON Gaming,DRX,1,Kennen,Sett,Zoe,Aphelios,Thresh,Jayce,Trundle,Camille,Heimerdinger,Senna,28,3,58762,43316,4,0,1,0,8,1,Karma,Volibear,Azir,Twisted Fate,Ezreal,Kalista,Galio,LeBlanc,Sejuani,Nidalee,Nuguri,Doran (Choi Hyeon-joon),Canyon,Pyosik,ShowMaker,Chovy,Ghost (Jang Yong-jun),Deft,BeryL,Keria
LCK/2020 Season/Summer Season_Week 7_1_2,2020-07-30 08:34:00,10.14,24.6,Hanwha Life Esports,Afreeca Freecs,0,Renekton,Nidalee,Azir,Kalista,Rakan,Mordekaiser,Sett,Zoe,Ashe,Tahm Kench,4,16,37302,46323,0,3,0,1,1,7,Karthus,Volibear,Karma,Galio,Aphelios,Bard,Poppy,Taric,Quinn,Wukong,DuDu (Lee Dong-ju),Kiin,Haru,Spirit,Mireu,Fly (Song Yong-jun),Viper (Park Do-hyeon),Mystic,Lehends,Ben
LCK/2020 Season/Summer Season_Week 7_1_1,2020-07-30 07:02:00,10.14,26.516666666667,Afreeca Freecs,Hanwha Life Esports,1,Mordekaiser,Volibear,Orianna,Ashe,Nautilus,Aatrox,Olaf,Karma,Aphelios,Taric,17,5,52974,40209,2,1,1,0,8,1,Galio,Kalista,Sylas,Karthus,Ezreal,Sett,Wukong,Nidalee,Bard,Zoe,Kiin,DuDu (Lee Dong-ju),Spirit,Haru,Fly (Song Yong-jun),Mireu,Mystic,Viper (Park Do-hyeon),Ben,Lehends
LCK/2020 Season/Summer Season_Week 6_8_3,2020-07-26 12:35:00,10.14,34.8,Team Dynamics,KT Rolster,0,Jayce,Sejuani,Lucian,Heimerdinger,Senna,Kennen,Olaf,Zoe,Ashe,Lulu,7,11,57751,61841,3,3,1,0,2,7,Twisted Fate,Bard,Ezreal,Volibear,Karma,Trundle,Leona,Aatrox,Sett,Sylas,Rich (Lee Jae-won),SoHwan,Beyond (Kim Kyu-seok),bonO (Kim Gi-beom),Kuzan,Kuro,deokdam,Aiming,GuGer,TusiN
LCK/2020 Season/Summer Season_Week 6_8_2,2020-07-26 11:37:00,10.14,32.9,KT Rolster,Team Dynamics,1,Wukong,Olaf,Corki,Aphelios,Karma,Renekton,Nidalee,Azir,Ashe,Pantheon,11,3,63686,54166,2,2,2,0,10,3,Senna,Twisted Fate,Bard,Volibear,Trundle,Ezreal,Aatrox,Jayce,Kennen,Camille,SoHwan,Rich (Lee Jae-won),bonO (Kim Gi-beom),Beyond (Kim Kyu-seok),Kuro,Kuzan,Aiming,deokdam,TusiN,GuGer
LCK/2020 Season/Summer Season_Week 6_8_1,2020-07-26 09:44:00,10.14,29.65,Team Dynamics,KT Rolster,1,Kennen,Trundle,Azir,Ashe,Pantheon,Vladimir,Lee Sin,Ekko,Kalista,Sett,12,4,55864,47447,3,1,1,0,7,3,Twisted Fate,Senna,Ezreal,Bard,Karma,Volibear,Jayce,Lucian,Camille,Aatrox,Rich (Lee Jae-won),SoHwan,Beyond (Kim Kyu-seok),bonO (Kim Gi-beom),Kuzan,Kuro,deokdam,Aiming,GuGer,TusiN
LCK/2020 Season/Summer Season_Week 6_7_2,2020-07-26 08:34:00,10.14,45.483333333333,SeolHaeOne Prince,SANDBOX Gaming,0,Volibear,Nidalee,LeBlanc,Kai'Sa,Alistar,Kennen,Olaf,Sylas,Ezreal,Leona,16,21,76784,83400,4,3,0,1,6,9,Senna,Karma,Kalista,Twisted Fate,Ashe,Aphelios,Tahm Kench,Sett,Bard,Pantheon,ikssu,Summit,Kuma (Park Hyeon-gyu),OnFleek,Mickey (Son Young-min),FATE (Yoo Su-hyeok),HyBriD (Lee Woo-jin),Route,Secret (Park Ki-sun),GorillA
LCK/2020 Season/Summer Season_Week 6_7_1,2020-07-26 05:54:00,10.14,26.633333333333,SANDBOX Gaming,SeolHaeOne Prince,1,Jayce,Lee Sin,LeBlanc,Kalista,Nautilus,Gnar,Olaf,Galio,Ezreal,Braum,18,5,51371,39559,3,1,0,0,8,0,Sett,Senna,Aphelios,Karma,Volibear,Twisted Fate,Renekton,Kennen,Zoe,Camille,Summit,ikssu,OnFleek,Kuma (Park Hyeon-gyu),FATE (Yoo Su-hyeok),Mickey (Son Young-min),Route,HyBriD (Lee Woo-jin),GorillA,Secret (Park Ki-sun)
LCK/2020 Season/Summer Season_Week 6_6_3,2020-07-25 12:55:00,10.14,38.65,DRX,Gen.G,1,Kennen,Lee Sin,Twisted Fate,Xayah,Rakan,Camille,Sejuani,Azir,Ashe,Braum,11,5,73446,65432,3,3,1,0,10,4,Kalista,Bard,Pantheon,Volibear,Karma,Sett,Tahm Kench,Mordekaiser,Morgana,Wukong,Doran (Choi Hyeon-joon),Rascal,Pyosik,Clid,Chovy,Bdd,Deft,Ruler,Keria,Life
LCK/2020 Season/Summer Season_Week 6_6_2,2020-07-25 11:58:00,10.14,32.7,Gen.G,DRX,1,Camille,Sejuani,Twisted Fate,Ashe,Braum,Karma,Ekko,Sett,Xayah,Gragas,13,11,60327,56056,3,2,0,1,9,3,Bard,Kalista,Yuumi,Volibear,Galio,Ezreal,Rakan,Olaf,Lee Sin,Rek'Sai,Rascal,Doran (Choi Hyeon-joon),Clid,Pyosik,Bdd,Chovy,Ruler,Deft,Life,Keria
LCK/2020 Season/Summer Season_Week 6_6_1,2020-07-25 10:32:00,10.14,36.483333333333,DRX,Gen.G,1,Camille,Volibear,Galio,Ezreal,Bard,Ornn,Lee Sin,Zoe,Ashe,Leona,17,14,67428,62020,2,3,0,1,9,4,Kalista,Twisted Fate,Pantheon,Karma,Azir,Sett,Olaf,LeBlanc,Mordekaiser,Orianna,Doran (Choi Hyeon-joon),Rascal,Pyosik,Clid,Chovy,Bdd,Deft,Ruler,Keria,Life
LCK/2020 Season/Summer Season_Week 6_5_3,2020-07-25 09:25:00,10.14,26.45,Hanwha Life Esports,T1,0,Mordekaiser,Olaf,Sylas,Ezreal,Bard,Camille,Karthus,Sett,Miss Fortune,Nautilus,7,17,42559,53612,0,4,0,1,2,8,Twisted Fate,Galio,Kalista,Volibear,Azir,Karma,Zoe,Nidalee,Renekton,Wukong,DuDu (Lee Dong-ju),Canna,Haru,Cuzz,Mireu,Faker,Viper (Park Do-hyeon),Teddy,Lehends,Effort
LCK/2020 Season/Summer Season_Week 6_5_2,2020-07-25 08:45:00,10.14,25.383333333333,T1,Hanwha Life Esports,1,Camille,Volibear,Zoe,Ashe,Pantheon,Renekton,Lee Sin,Karma,Aphelios,Nautilus,13,4,46694,39879,2,2,0,0,7,3,Galio,Twisted Fate,Bard,Kalista,Nidalee,Azir,Wukong,Leona,Olaf,Braum,Canna,DuDu (Lee Dong-ju),Cuzz,Haru,Faker,Mireu,Teddy,Viper (Park Do-hyeon),Effort,Lehends
LCK/2020 Season/Summer Season_Week 6_5_1,2020-07-25 07:35:00,10.14,30.016666666667,Hanwha Life Esports,T1,1,Renekton,Nidalee,Galio,Ezreal,Bard,Quinn,Sett,Zoe,Xayah,Nautilus,7,4,50915,52767,3,1,0,1,6,8,Twisted Fate,Karma,Kalista,Volibear,Azir,Aphelios,Kai'Sa,Wukong,Mordekaiser,Camille,DuDu (Lee Dong-ju),Canna,Haru,Cuzz,Mireu,Faker,Viper (Park Do-hyeon),Teddy,Lehends,Effort
LCK/2020 Season/Summer Season_Week 6_4_2,2020-07-24 11:36:00,10.14,16.9,Afreeca Freecs,SeolHaeOne Prince,1,Jayce,Nidalee,Ekko,Kalista,Taric,Ornn,Olaf,Azir,Ezreal,Yuumi,16,2,36703,23386,2,0,0,0,8,0,Twisted Fate,Poppy,Aphelios,Volibear,Sett,Karma,Wukong,Syndra,Bard,Zoe,Kiin,ikssu,Spirit,Flawless,Fly (Song Yong-jun),Mickey (Son Young-min),Mystic,HyBriD (Lee Woo-jin),Ben,Secret (Park Ki-sun)
LCK/2020 Season/Summer Season_Week 6_4_1,2020-07-24 09:26:00,10.14,28.133333333333,SeolHaeOne Prince,Afreeca Freecs,0,Illaoi,Sett,Kassadin,Lucian,Yuumi,Kayle,Poppy,Syndra,Ezreal,Bard,1,14,39015,53847,0,3,0,1,1,9,Zoe,Volibear,Kalista,Aphelios,Karma,Twisted Fate,Renekton,Olaf,Kennen,Wukong,ikssu,Kiin,Flawless,Spirit,Mickey (Son Young-min),Fly (Song Yong-jun),HyBriD (Lee Woo-jin),Mystic,Secret (Park Ki-sun),Ben
LCK/2020 Season/Summer Season_Week 6_3_2,2020-07-24 08:32:00,10.14,24.6,DAMWON Gaming,SANDBOX Gaming,1,Kennen,Sett,Corki,Ashe,Pantheon,Wukong,Lee Sin,Azir,Aphelios,Nautilus,21,7,52334,37614,2,1,1,0,10,1,Karma,Zoe,Olaf,Bard,Volibear,Twisted Fate,LeBlanc,Nidalee,Jayce,Sylas,Nuguri,Summit,Canyon,OnFleek,ShowMaker,FATE (Yoo Su-hyeok),Ghost (Jang Yong-jun),Route,BeryL,GorillA
LCK/2020 Season/Summer Season_Week 6_3_1,2020-07-24 06:54:00,10.14,23.216666666667,SANDBOX Gaming,DAMWON Gaming,0,Wukong,Lee Sin,Zoe,Senna,Nautilus,Renekton,Nidalee,Sett,Ezreal,Bard,3,18,34208,50746,1,2,0,1,0,10,Sylas,Volibear,Syndra,Karma,Kalista,Twisted Fate,Rek'Sai,Aphelios,LeBlanc,Ashe,Summit,Nuguri,OnFleek,Canyon,FATE (Yoo Su-hyeok),ShowMaker,Route,Ghost (Jang Yong-jun),GorillA,BeryL
LCK/2020 Season/Summer Season_Week 6_2_2,2020-07-23 12:27:00,10.14,26.466666666667,Team Dynamics,Gen.G,0,Kennen,Trundle,Sylas,Aphelios,Sett,Camille,Lee Sin,Twisted Fate,Kalista,Leona,8,19,41204,54000,1,3,0,1,2,7,Zoe,Senna,Ashe,Volibear,Karma,Olaf,Taric,LeBlanc,Renekton,Galio,Rich (Lee Jae-won),Rascal,Beyond (Kim Kyu-seok),Clid,Kuzan,Bdd,deokdam,Ruler,GuGer,Life
LCK/2020 Season/Summer Season_Week 6_2_1,2020-07-23 10:47:00,10.14,37.583333333333,Gen.G,Team Dynamics,1,Renekton,Volibear,Azir,Kalista,Alistar,Aatrox,Olaf,Corki,Aphelios,Braum,12,4,70151,56944,3,3,2,0,11,1,Senna,Zoe,Lucian,Ashe,Sett,Karma,Jayce,Kennen,Bard,Nautilus,Rascal,Rich (Lee Jae-won),Clid,Beyond (Kim Kyu-seok),Bdd,Kuzan,Ruler,deokdam,Life,GuGer
LCK/2020 Season/Summer Season_Week 6_1_3,2020-07-23 09:42:00,10.14,30.55,KT Rolster,DRX,0,Kennen,Olaf,Karma,Aphelios,Blitzcrank,Jayce,Trundle,Azir,Ezreal,Bard,12,24,49431,64165,1,4,0,1,2,10,Sett,Volibear,Ashe,Taric,Camille,Twisted Fate,Lee Sin,Nautilus,Wukong,Kassadin,SoHwan,Doran (Choi Hyeon-joon),bonO (Kim Gi-beom),Pyosik,Kuro,Chovy,Aiming,Deft,TusiN,Keria
LCK/2020 Season/Summer Season_Week 6_1_2,2020-07-23 08:42:00,10.14,32.4,DRX,KT Rolster,1,Camille,Sejuani,Azir,Ezreal,Bard,Kennen,Lee Sin,LeBlanc,Aphelios,Nautilus,16,6,61305,52684,2,2,0,1,9,2,Kalista,Twisted Fate,Pantheon,Sett,Karma,Volibear,Kassadin,Rek'Sai,Renekton,Olaf,Doran (Choi Hyeon-joon),SoHwan,Pyosik,bonO (Kim Gi-beom),Chovy,Kuro,Deft,Aiming,Keria,TusiN
LCK/2020 Season/Summer Season_Week 6_1_1,2020-07-23 06:25:00,10.14,30.8,KT Rolster,DRX,1,Vladimir,Olaf,Twisted Fate,Aphelios,Nautilus,Camille,Lee Sin,Galio,Senna,Wukong,11,2,58502,47940,4,1,1,0,8,2,Sett,Volibear,Ashe,Taric,Sylas,Karma,Yuumi,Mordekaiser,Ezreal,Renekton,SoHwan,Doran (Choi Hyeon-joon),bonO (Kim Gi-beom),Pyosik,Kuro,Chovy,Aiming,Deft,TusiN,Keria
LCK/2020 Season/Summer Season_Week 5_10_2,2020-07-19 12:23:00,10.13,27.933333333333,DRX,Team Dynamics,1,Karma,Volibear,Azir,Ashe,Braum,Aatrox,Trundle,Corki,Aphelios,Sett,17,3,58916,42237,3,1,1,0,10,0,Heimerdinger,Twisted Fate,Kalista,Varus,Pantheon,Ezreal,Mordekaiser,Sylas,Kennen,Wukong,Doran (Choi Hyeon-joon),Rich (Lee Jae-won),Pyosik,Beyond (Kim Kyu-seok),Chovy,Kuzan,Deft,deokdam,Keria,GuGer
LCK/2020 Season/Summer Season_Week 5_10_1,2020-07-19 10:46:00,10.13,30.316666666667,Team Dynamics,DRX,0,Aatrox,Trundle,Zoe,Ezreal,Bard,Camille,Ekko,Sett,Lucian,Yuumi,7,21,47445,60720,1,2,0,1,2,8,Twisted Fate,Heimerdinger,Varus,Taric,Karma,Volibear,Wukong,Azir,Nidalee,Kennen,Rich (Lee Jae-won),Doran (Choi Hyeon-joon),Beyond (Kim Kyu-seok),Pyosik,Kuzan,Chovy,deokdam,Deft,GuGer,Keria
LCK/2020 Season/Summer Season_Week 5_9_3,2020-07-19 09:45:00,10.13,37.316666666667,SeolHaeOne Prince,Hanwha Life Esports,0,Renekton,Volibear,Twisted Fate,Kalista,Leona,Camille,Nidalee,Sylas,Aphelios,Shen,5,16,63024,69246,2,3,1,1,8,9,Sett,Karma,Kennen,Illaoi,Galio,LeBlanc,Jax,Lee Sin,Gnar,Rek'Sai,ikssu,DuDu (Lee Dong-ju),Flawless,Haru,Mickey (Son Young-min),Mireu,HyBriD (Lee Woo-jin),Viper (Park Do-hyeon),Secret (Park Ki-sun),Lehends
LCK/2020 Season/Summer Season_Week 5_9_2,2020-07-19 08:48:00,10.13,29.283333333333,Hanwha Life Esports,SeolHaeOne Prince,1,Wukong,Nidalee,Galio,Aphelios,Braum,Cho'Gath,Trundle,Zoe,Ezreal,Tahm Kench,16,3,56503,45766,4,1,1,0,8,1,Karma,Sett,Illaoi,Volibear,Varus,Twisted Fate,Bard,Nautilus,Renekton,Thresh,DuDu (Lee Dong-ju),ikssu,Haru,Flawless,Mireu,Mickey (Son Young-min),Viper (Park Do-hyeon),HyBriD (Lee Woo-jin),Lehends,Secret (Park Ki-sun)
LCK/2020 Season/Summer Season_Week 5_9_1,2020-07-19 07:37:00,10.13,36.166666666667,SeolHaeOne Prince,Hanwha Life Esports,1,Illaoi,Nidalee,Azir,Aphelios,Thresh,Mordekaiser,Olaf,LeBlanc,Ezreal,Braum,13,4,65759,59477,4,2,0,1,7,3,Sett,Karma,Kennen,Volibear,Twisted Fate,Trundle,Tahm Kench,Nautilus,Lee Sin,Rek'Sai,ikssu,DuDu (Lee Dong-ju),Flawless,Haru,Mickey (Son Young-min),Mireu,HyBriD (Lee Woo-jin),Viper (Park Do-hyeon),Secret (Park Ki-sun),Lehends
LCK/2020 Season/Summer Season_Week 5_8_2,2020-07-18 11:45:00,10.13,30.633333333333,Gen.G,T1,1,Ornn,Lee Sin,Zoe,Kalista,Leona,Camille,Olaf,Neeko,Ezreal,Nautilus,15,10,57689,49693,3,1,1,0,8,1,Sett,Karma,Azir,Volibear,Varus,Twisted Fate,Tahm Kench,Taric,Wukong,Kennen,Rascal,Canna,Clid,Cuzz,Bdd,Faker,Ruler,Teddy,Life,Effort
LCK/2020 Season/Summer Season_Week 5_8_1,2020-07-18 09:54:00,10.13,35.983333333333,T1,Gen.G,0,Karma,Jax,Akali,Kalista,Rakan,Neeko,Volibear,Orianna,Ezreal,Tahm Kench,8,16,57300,66934,2,4,0,1,2,10,Zoe,Twisted Fate,Sett,Azir,Lee Sin,Olaf,Sylas,Taric,Kennen,LeBlanc,Canna,Rascal,Cuzz,Clid,Faker,Bdd,Teddy,Ruler,Effort,Life
LCK/2020 Season/Summer Season_Week 5_7_2,2020-07-18 08:47:00,10.13,35.95,SANDBOX Gaming,KT Rolster,0,Ornn,Trundle,Orianna,Ashe,Tahm Kench,Kennen,Lee Sin,Sylas,Aphelios,Thresh,5,16,56863,68901,1,4,0,1,2,9,Zoe,Twisted Fate,Ezreal,Karma,Varus,Syndra,LeBlanc,Wukong,Azir,Lucian,Summit,SoHwan,OnFleek,bonO (Kim Gi-beom),FATE (Yoo Su-hyeok),Kuro,Route,Aiming,GorillA,TusiN
LCK/2020 Season/Summer Season_Week 5_7_1,2020-07-18 05:44:00,10.13,35.866666666667,KT Rolster,SANDBOX Gaming,1,Jayce,Olaf,Zoe,Varus,Blitzcrank,Lucian,Volibear,Syndra,Senna,Tahm Kench,13,2,66919,56667,5,0,1,0,11,2,Trundle,Karma,Kalista,Twisted Fate,Aphelios,Ezreal,Braum,Kennen,Wukong,Bard,SoHwan,Summit,bonO (Kim Gi-beom),OnFleek,Kuro,FATE (Yoo Su-hyeok),Aiming,Route,TusiN,GorillA
LCK/2020 Season/Summer Season_Week 5_6_2,2020-07-17 11:36:00,10.13,22.033333333333,DAMWON Gaming,Afreeca Freecs,1,Kennen,Olaf,Zoe,Senna,Wukong,Ryze,Trundle,Syndra,Ashe,Leona,23,5,48451,34389,3,0,0,0,11,0,Kalista,Volibear,Karma,Twisted Fate,Ezreal,Sett,Mordekaiser,Jayce,Nidalee,Lee Sin,Nuguri,Kiin,Canyon,Spirit,ShowMaker,Fly (Song Yong-jun),Ghost (Jang Yong-jun),Mystic,BeryL,Ben
LCK/2020 Season/Summer Season_Week 5_6_1,2020-07-17 09:34:00,10.13,29.45,Afreeca Freecs,DAMWON Gaming,0,Hecarim,Nidalee,Twisted Fate,Ezreal,Leona,Wukong,Rek'Sai,Sylas,Varus,Thresh,5,24,46335,62189,0,4,0,2,1,9,Sett,Volibear,Pantheon,Kalista,Lee Sin,Galio,Tahm Kench,Camille,Morgana,Renekton,Kiin,Nuguri,Spirit,Canyon,Fly (Song Yong-jun),ShowMaker,Mystic,Ghost (Jang Yong-jun),Ben,BeryL
LCK/2020 Season/Summer Season_Week 5_5_2,2020-07-17 08:41:00,10.13,25.433333333333,DRX,Hanwha Life Esports,1,Camille,Volibear,Azir,Ashe,Kayle,Poppy,Olaf,Karma,Aphelios,Taric,12,7,50501,39564,1,3,1,0,8,1,Kalista,Ezreal,Pantheon,Varus,Sett,Senna,Mordekaiser,Tahm Kench,Leona,Bard,Doran (Choi Hyeon-joon),CuVee,Pyosik,Haru,Chovy,Mireu,Deft,Viper (Park Do-hyeon),Keria,Lehends
LCK/2020 Season/Summer Season_Week 5_5_1,2020-07-17 06:00:00,10.13,33.866666666667,Hanwha Life Esports,DRX,0,Kennen,Olaf,Galio,Ezreal,Bard,Karma,Lee Sin,Corki,Lucian,Yuumi,6,15,51219,65618,1,4,0,1,0,9,Varus,Volibear,Senna,Twisted Fate,Sett,Kalista,Sylas,Camille,Jayce,Rek'Sai,CuVee,Doran (Choi Hyeon-joon),Haru,Pyosik,Mireu,Chovy,Viper (Park Do-hyeon),Deft,Lehends,Keria
LCK/2020 Season/Summer Season_Week 5_4_3,2020-07-16 12:48:00,10.13,27.983333333333,SeolHaeOne Prince,SANDBOX Gaming,0,Pantheon,Sett,Galio,Aphelios,Bard,Renekton,Lee Sin,Zoe,Ashe,Tahm Kench,1,17,38148,53297,0,4,0,1,0,8,Senna,Karma,Olaf,Twisted Fate,Trundle,Volibear,Syndra,Nidalee,LeBlanc,Elise,ikssu,Summit,Flawless,OnFleek,Mickey (Son Young-min),FATE (Yoo Su-hyeok),HyBriD (Lee Woo-jin),Route,Secret (Park Ki-sun),GorillA
LCK/2020 Season/Summer Season_Week 5_4_2,2020-07-16 11:41:00,10.13,40.183333333333,SANDBOX Gaming,SeolHaeOne Prince,0,Jayce,Trundle,Syndra,Kalista,Blitzcrank,Wukong,Lee Sin,LeBlanc,Aphelios,Thresh,16,15,67926,69594,1,4,0,1,3,11,Volibear,Senna,Twisted Fate,Tahm Kench,Nidalee,Karma,Renekton,Nautilus,Leona,Taric,Summit,ikssu,OnFleek,Flawless,FATE (Yoo Su-hyeok),Mickey (Son Young-min),Route,HyBriD (Lee Woo-jin),GorillA,Secret (Park Ki-sun)
LCK/2020 Season/Summer Season_Week 5_4_1,2020-07-16 09:47:00,10.13,32.966666666667,SeolHaeOne Prince,SANDBOX Gaming,0,Volibear,Graves,LeBlanc,Ezreal,Tahm Kench,Kennen,Trundle,Syndra,Kalista,Nautilus,11,23,53495,62124,2,3,0,1,1,7,Senna,Twisted Fate,Olaf,Karma,Aphelios,Nidalee,Jax,Lee Sin,Gnar,Leona,ikssu,Summit,Flawless,OnFleek,Mickey (Son Young-min),FATE (Yoo Su-hyeok),HyBriD (Lee Woo-jin),Route,Secret (Park Ki-sun),GorillA
LCK/2020 Season/Summer Season_Week 5_3_2,2020-07-16 08:35:00,10.13,46.85,T1,KT Rolster,1,Jayce,Volibear,LeBlanc,Aphelios,Nautilus,Ornn,Trundle,Sylas,Ezreal,Braum,15,11,84094,78092,4,3,1,3,9,10,Karma,Twisted Fate,Senna,Kalista,Bard,Azir,Wukong,Zoe,Kennen,Sett,Canna,Smeb,Cuzz,bonO (Kim Gi-beom),Faker,Kuro,Teddy,Aiming,Effort,TusiN
LCK/2020 Season/Summer Season_Week 5_3_1,2020-07-16 05:38:00,10.13,27.116666666667,KT Rolster,T1,0,Camille,Volibear,LeBlanc,Kog'Maw,Tahm Kench,Mordekaiser,Olaf,Zoe,Varus,Blitzcrank,2,13,43484,50728,1,3,0,0,2,9,Kalista,Twisted Fate,Azir,Karma,Sett,Ezreal,Renekton,Kennen,Corki,Wukong,SoHwan,Canna,bonO (Kim Gi-beom),Cuzz,Kuro,Faker,Aiming,Teddy,TusiN,Effort
LCK/2020 Season/Summer Season_Week 5_2_2,2020-07-15 11:44:00,10.13,25.683333333333,Team Dynamics,DAMWON Gaming,0,Kennen,Graves,Zoe,Ashe,Leona,Jayce,Trundle,Orianna,Senna,Wukong,8,21,40135,53355,1,2,0,1,0,10,Pantheon,Volibear,Twisted Fate,Ezreal,Varus,Sett,Syndra,Karma,Sylas,Mordekaiser,Rich (Lee Jae-won),Nuguri,Beyond (Kim Kyu-seok),Canyon,Kuzan,ShowMaker,deokdam,Ghost (Jang Yong-jun),GuGer,BeryL
LCK/2020 Season/Summer Season_Week 5_2_1,2020-07-15 09:36:00,10.13,34.683333333333,DAMWON Gaming,Team Dynamics,1,Kennen,Lee Sin,Zoe,Ezreal,Leona,Sylas,Trundle,LeBlanc,Varus,Karma,14,8,66422,53970,2,3,1,0,11,3,Galio,Pantheon,Sett,Twisted Fate,Volibear,Syndra,Lucian,Bard,Thresh,Jayce,Nuguri,Rich (Lee Jae-won),Canyon,Beyond (Kim Kyu-seok),ShowMaker,Kuzan,Ghost (Jang Yong-jun),deokdam,BeryL,GuGer
LCK/2020 Season/Summer Season_Week 5_1_2,2020-07-15 08:39:00,10.13,29.933333333333,Gen.G,Afreeca Freecs,1,Karma,Olaf,Ekko,Ashe,Taric,Ryze,Wukong,Zoe,Aphelios,Nautilus,19,3,59352,45174,3,1,2,0,10,1,Sett,Azir,Volibear,Twisted Fate,Varus,Lee Sin,Jayce,Braum,Trundle,Leona,Rascal,Kiin,Clid,Spirit,Bdd,Fly (Song Yong-jun),Ruler,Mystic,Life,Ben
LCK/2020 Season/Summer Season_Week 5_1_1,2020-07-15 07:17:00,10.13,30.466666666667,Afreeca Freecs,Gen.G,0,Kennen,Olaf,Zoe,Kalista,Braum,Sylas,Volibear,Akali,Varus,Sett,4,18,46948,59102,0,4,0,0,0,8,Ashe,Twisted Fate,Azir,Aphelios,Orianna,Karma,LeBlanc,Taric,Trundle,Leona,Kiin,Rascal,Spirit,Clid,Fly (Song Yong-jun),Bdd,Mystic,Ruler,Ben,Life
LCK/2020 Season/Summer Season_Week 4_10_2,2020-07-12 12:28:00,10.13,35.95,Hanwha Life Esports,Gen.G,0,Wukong,Nidalee,Galio,Kalista,Taric,Kennen,Lee Sin,Zoe,Ezreal,Tahm Kench,13,15,62739,65468,3,3,1,0,5,10,Azir,Twisted Fate,Karma,Volibear,Aphelios,Sett,Jayce,Camille,Bard,Pantheon,CuVee,Rascal,Haru,Clid,Mireu,Bdd,Viper (Park Do-hyeon),Ruler,Lehends,Life
LCK/2020 Season/Summer Season_Week 4_10_1,2020-07-12 11:04:00,10.13,26.95,Gen.G,Hanwha Life Esports,1,Ornn,Lee Sin,Twisted Fate,Ezreal,Nautilus,Kayle,Rek'Sai,Orianna,Kalista,Shen,23,6,57856,42650,3,1,1,0,11,2,Sett,Azir,Volibear,Karma,Varus,Taric,Leona,Bard,Pantheon,Tahm Kench,Rascal,CuVee,Clid,Haru,Bdd,Lava,Ruler,Viper (Park Do-hyeon),Life,Lehends
LCK/2020 Season/Summer Season_Week 4_9_3,2020-07-12 09:39:00,10.13,49.683333333333,T1,Team Dynamics,0,Kennen,Volibear,Lulu,Aphelios,Thresh,Sylas,Olaf,Galio,Ezreal,Bard,12,14,81969,87967,3,5,0,3,5,8,Karma,Twisted Fate,Sett,Kalista,Trundle,Azir,Zoe,LeBlanc,Lucian,Corki,Canna,Rich (Lee Jae-won),Ellim,Beyond (Kim Kyu-seok),Faker,Kuzan,Teddy,deokdam,Effort,GuGer
LCK/2020 Season/Summer Season_Week 4_9_2,2020-07-12 08:44:00,10.13,28.583333333333,Team Dynamics,T1,1,Lucian,Trundle,Zoe,Ezreal,Bard,Jayce,Nidalee,Orianna,Aphelios,Thresh,10,1,53816,44423,4,0,1,0,8,1,Twisted Fate,Karma,Azir,Volibear,Kalista,Sett,Wukong,Kennen,LeBlanc,Mordekaiser,Rich (Lee Jae-won),Canna,Beyond (Kim Kyu-seok),Cuzz,Kuzan,Faker,deokdam,Teddy,GuGer,Effort
LCK/2020 Season/Summer Season_Week 4_9_1,2020-07-12 06:51:00,10.13,34.45,T1,Team Dynamics,1,Kennen,Volibear,Corki,Aphelios,Thresh,Sylas,Graves,Azir,Ezreal,Bard,18,11,66977,58468,4,1,1,0,7,3,Senna,Twisted Fate,Karma,Kalista,Sett,Varus,Olaf,LeBlanc,Trundle,Jayce,Canna,Rich (Lee Jae-won),Cuzz,Beyond (Kim Kyu-seok),Faker,Kuzan,Teddy,deokdam,Effort,GuGer
